物品名称,文件类型,稀有度,等级,价格,物理攻击,魔法攻击,装备类型,武器类型,可用职业,技能增强,基础说明,文件路径
金色剑舞蹁跹马尾 (周赛),equipment,0,1,0,0,0,hair avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\hair\chn_equ_pvp_avatar_at_swordman_hair_112560171.equ
棕色剑舞蹁跹马尾 (周赛),equipment,0,1,0,0,0,hair avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\hair\chn_equ_pvp_avatar_at_swordman_hair_112560172.equ
黑色灵梦剑影长发,equipment,0,1,0,0,0,hair avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\hair\chn_equ_special_avatar_at_swordman_hair_112560109.equ
黄色灵梦剑影长发,equipment,0,1,0,0,0,hair avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\hair\chn_equ_special_avatar_at_swordman_hair_112560110.equ
蓝色灵梦剑影长发,equipment,0,1,0,0,0,hair avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\hair\chn_equ_special_avatar_at_swordman_hair_112560111.equ
金色灵梦剑影长发,equipment,0,1,0,0,0,hair avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\hair\chn_equ_special_avatar_at_swordman_hair_112560112.equ
绯樱之舞黑色长剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520031.equ
绯樱之舞蓝色长剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520032.equ
绯樱之舞紫色长剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520033.equ
绯樱之舞粉色长剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520034.equ
剑皇虞美人项链[A款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520071.equ
剑皇虞美人项链[B款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520072.equ
剑皇虞美人项链[C款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520073.equ
剑皇虞美人项链[D款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520074.equ
剑帝恋香衾颈饰[A款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520075.equ
剑帝恋香衾颈饰[B款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520076.equ
剑帝恋香衾颈饰[C款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520077.equ
剑帝恋香衾颈饰[D款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\412520078.equ
光明剑舞天鸣翅膀,equipment,2,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\aneck_201020855.equ
混沌剑舞天鸣翅膀,equipment,2,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\aneck_201020863.equ
稀有克隆装扮胸部 (女鬼剑士),equipment,2,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\aneck_rareclonemg.equ
神器克隆装扮胸部 (女鬼剑士),equipment,3,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\aneck_rareclonemg_holy.equ
黄金克隆装扮胸部 (女鬼剑士),equipment,4,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\aneck_rareclonemg_new.equ
极诣·流浪武士剑星披风[银色款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202320067.equ
极诣·驭剑士剑语披风[款式1],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202620063.equ
极诣·驭剑士剑缘披风[款式2],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202620064.equ
极诣·驭剑士剑心披风[款式3],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202620065.equ
极诣·驭剑士剑思披风[款式4],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202620066.equ
极诣·驭剑士剑星披风[银色款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202620067.equ
极诣·驭剑士剑光披风[金色款],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_2023_202620068.equ
剑魔黑色斗篷,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_112520246.equ
剑魔红色斗篷,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_112520247.equ
剑魔藏蓝斗篷,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_112520248.equ
剑魔紫色斗篷,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520000.equ
剑宗金色颈圈,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520001.equ
剑宗褐色颈圈,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520002.equ
剑宗紫色颈圈,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520003.equ
剑宗银灰颈圈,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520004.equ
剑豪黑色围脖,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520005.equ
剑豪红色围脖,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520006.equ
剑豪白色围脖,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520007.equ
剑豪紫色围脖,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_1st_awakening_avatar_at_swordman_neck_412520008.equ
黑色灵梦剑影双剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_special_avatar_at_swordman_neck_112520118.equ
粉色灵梦剑影双剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_special_avatar_at_swordman_neck_112520119.equ
蓝色灵梦剑影双剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_special_avatar_at_swordman_neck_112520120.equ
紫色灵梦剑影双剑,equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_special_avatar_at_swordman_neck_112520121.equ
鹊上肩头[女鬼剑],equipment,0,1,0,0,0,breast avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\neck\chn_equ_special_avatar_at_swordman_neck_112520234.equ
巧克力下装(a)女鬼剑,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\199704992.equ
巧克力下装(b)女鬼剑,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\199704993.equ
巧克力下装(c)女鬼剑,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\199704994.equ
剑皇虞美人短裤[A款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510086.equ
剑皇虞美人短裤[B款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510087.equ
剑皇虞美人短裤[C款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510088.equ
剑皇虞美人短裤[D款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510089.equ
剑帝恋香衾短裤[A款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510090.equ
剑帝恋香衾短裤[B款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510091.equ
剑帝恋香衾短裤[C款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510092.equ
剑帝恋香衾短裤[D款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\412510093.equ
光明剑舞天鸣裙子,equipment,2,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\apants_201020857.equ
混沌剑舞天鸣裙子,equipment,2,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\apants_201020865.equ
稀有克隆装扮下装 (女鬼剑士),equipment,2,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\apants_rareclonemg.equ
神器克隆装扮下装 (女鬼剑士),equipment,3,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\apants_rareclonemg_holy.equ
黄金克隆装扮下装 (女鬼剑士),equipment,4,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\apants_rareclonemg_new.equ
极诣·流浪武士剑星下装[银色款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202310082.equ
极诣·驭剑士剑语裤子[款式1],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202610078.equ
极诣·驭剑士剑缘裤子[款式2],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202610079.equ
极诣·驭剑士剑心裤子[款式3],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202610080.equ
极诣·驭剑士剑思裤子[款式4],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202610081.equ
极诣·驭剑士剑星裤子[银色款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202610082.equ
极诣·驭剑士剑光裤子[金色款],equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_2023_202610083.equ
剑魔黑色热裤,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510006.equ
剑魔红色热裤,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510007.equ
剑魔白色热裤,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510008.equ
剑魔紫色热裤,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510009.equ
剑宗黑色短裙,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510010.equ
剑宗墨黑短裙,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510011.equ
剑宗白色短裙,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510012.equ
剑宗粉色短裙,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510013.equ
剑豪黑色热裤,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510014.equ
剑豪红色热裤,equipment,0,1,0,0,0,pants avatar,,creator mage,否,,DNF文件知识库\参考资料\标准格式样板\equipment\character\swordman\at_avatar\pants\chn_equ_1st_awakening_avatar_at_swordman_pants_412510015.equ
